present,numbers,dayoff,trip,trip2,요일,year,month,year_month,lunch_bob,lunch_soup,lunch_main,dinner_bob,dinner_soup,dinner_main,중식계,석식계,total
2449,3021,266,305,1,4,2020,11,202011,밥,근대된장국,수제탕수육,오뗄햄김밥,김치어묵탕,백종원의사라다빵,459.0,276.0,735.0
1945,3021,144,241,691,0,2020,11,202011,밥,아욱된장국,매운족발볶음,흑미밥,닭개장,삼치데리야끼구이,1076.0,430.0,1506.0
2102,3021,104,289,526,1,2020,11,202011,밥,미역국,동파육,채소볶음밥,유부장국,자장소스,784.0,335.0,1119.0
2612,3021,105,303,1,2,2020,11,202011,밥,한방설렁탕,골뱅이채소무침,흑미밥,김칫국,간장마늘치킨,747.0,316.0,1063.0
2124,3021,125,308,464,3,2020,11,202011,밥,북엇국,해물돼지갈비찜,흑미밥,꽃게탕,우불고기볶음,678.0,319.0,997.0
2412,3021,317,292,0,4,2020,11,202011,밥,시금치된장국,안동찜닭,흑미밥,계란파국,퀘사디아,529.0,226.0,755.0
1907,3021,164,217,733,0,2020,11,202011,밥,호박된장찌개,오리주물럭,흑미밥,옹심이만둣국,꽁채캔김치조림,1068.0,478.0,1546.0
1944,3021,112,274,691,1,2020,11,202011,밥,미소장국,알리오올리오파스타,흑미밥,버섯육개장,몽골식돈육볶음/꽃빵,784.0,406.0,1190.0
2646,3021,93,282,0,2,2020,11,202011,밥,순두부찌개,비엔나채소볶음,흑미밥,매운순대국,오징어굴소스볶음,774.0,305.0,1079.0
2059,3021,144,277,541,3,2020,11,202011,밥,얼갈이된장국,쇠고기당면볶음,꼬치어묵매운탕,떡갈비주먹밥/추가밥,채소볶음우동,653.0,486.0,1139.0
2386,3021,343,292,0,4,2020,11,202011,밥,황태채국,제육고추장불고기,흑미밥,부대찌개,김계란말이,747.0,220.0,967.0
1716,3021,198,208,899,0,2020,11,202011,밥,어묵매운탕,등심돈까스,흑미밥,쇠고기미역국,방어양념장구이,1292.0,730.0,2022.0
1760,3021,202,181,878,1,2020,11,202011,밥,불낙찌개,코다리강정,흑미밥,청양콩나물국,목살스테이크,1156.0,704.0,1860.0
2621,3021,206,191,3,2,2020,11,202011,밥,콩비지김치찌개,해물누룽지탕,None,None,None,1146.0,0.0,1146.0
1931,3021,230,219,641,3,2020,11,202011,밥,조갯살아욱국,돼지간장불고기,흑미밥,우동국물,치즈닭갈비/계란후라이,1034.0,606.0,1640.0
2378,3021,406,235,2,4,2020,11,202011,밥,팽이된장국,오징어볶음,추가밥,황태국수,모둠채소무침,895.0,303.0,1198.0
1822,3021,253,148,798,0,2020,11,202011,밥,굴미역국,닭간장조림,흑미밥,동태탕,감자채파프리카볶음,1273.0,712.0,1985.0
1747,2990,204,161,878,1,2020,12,202012,밥,김치두부국,LA갈비구이,마파두부,홍합짬뽕국,샤워크림새우,1324.0,685.0,2009.0
2605,2990,223,157,5,2,2020,12,202012,팽이장국,메밀전병,채소프리타타,흑미밥,계란파국,묵은지삼겹살찜,1188.0,523.0,1711.0
1862,2990,242,219,667,3,2020,12,202012,밥,된장찌개,오향장육,흑미밥,맑은콩나물국,고구마순볶음,1059.0,466.0,1525.0
2327,2990,427,233,3,4,2020,12,202012,밥,육개장,갈치감자조림,흑미밥,얼갈이된장국,노가리고추조림,858.0,197.0,1055.0
1653,2990,211,185,941,0,2020,12,202012,밥,유부주머니국,삼겹살김치볶음,흑미밥,옹심이감자국,쇠고기가지조림,1317.0,742.0,2059.0
1784,2990,172,182,852,1,2020,12,202012,밥,우거지국,훈제오리마늘볶음,김치볶음밥,미소된장국,수제등심찹쌀꿔바로우,1138.0,679.0,1817.0
2598,2990,199,191,2,2,2020,12,202012,밥,호박고추장찌개,만가닥버섯불고기,흑미밥,부대찌개,해물볶음,994.0,384.0,1378.0
1866,2990,212,229,683,3,2020,12,202012,밥,북엇국,제육고추장불고기,유부장국,딤섬,열무된장나물,975.0,518.0,1493.0
2364,2990,398,228,0,4,2020,12,202012,밥,근대국,닭다리살스테이크,흑미밥,컵라면/찐계란,수제오징어튀김,742.0,334.0,1076.0
1735,2990,221,142,892,0,2020,12,202012,밥,쫄면채소무침,풋고추양파쌈장무침,흑미밥,꼬치어묵매운탕,쇠고기청경채볶음,1329.0,666.0,1995.0
1794,2990,203,179,814,1,2020,12,202012,밥,굴떡국,콩나물파채불고기,고추잡채덮밥,손수제비국,자장소스,1202.0,633.0,1835.0
2607,2990,195,187,1,2,2020,12,202012,밥,해물완자전,가자미무조림,흑미밥,쇠고기무국,오징어떡볶음,1135.0,450.0,1585.0
1927,2990,226,184,653,3,2020,12,202012,밥,문어꽈리고추조림,세발나물무침,흑미밥,제육간장불고기,매운감자조림,1096.0,438.0,1534.0
2390,2990,403,196,1,4,2020,12,202012,밥,동태알탕,수제돈까스/소스,흑미밥,맑은버섯닭개장,참치김치볶음,917.0,274.0,1191.0
2063,2990,248,153,526,0,2020,12,202012,밥,바지락살무국,오삼불고기,팽이장국,계란후라이,도라지초무침,1256.0,327.0,1583.0
2187,2990,270,171,362,1,2020,12,202012,밥,매운쇠고기샤브샤브,하와이언함박스테이크,흑미밥,아귀매운탕,돈갈비찜,984.0,319.0,1303.0
2390,2990,402,193,5,2,2020,12,202012,밥,건새우아욱국,마파무조림,유부초밥,들깨미역국,페퍼로니치즈피자,768.0,354.0,1122.0
2029,2990,777,160,24,3,2020,12,202012,호박된장국,오리대패불고기,고등어김치말이찜,흑미밥,해물까스/타르타르D,느타리버섯볶음,591.0,131.0,722.0
2310,2983,92,91,490,0,2021,1,202101,밥,소고기떡국,봉추찜닭,흑미밥,소고기콜라비조림,코다리강정,1405.0,598.0,2003.0
2228,2983,99,156,500,1,2021,1,202101,밥,유부된장국,돈육도라지고추장볶음,미니쌀국수,계란후라이,양배추비트피클,1128.0,484.0,1612.0
2731,2983,85,156,11,2,2021,1,202101,밥,오리들깨탕,꽁치한마리레몬구이,흑미밥,고기짬뽕국,해물누룽지탕,1014.0,377.0,1391.0
2290,2983,98,182,413,3,2021,1,202101,밥,아욱된장국,목살스테이크,흑미밥,고추장찌개,베이컨숙주볶음,1040.0,342.0,1382.0
2510,2983,255,218,0,4,2021,1,202101,밥,콩나물맑은국,매운소고기낙지볶음,흑미밥,감자양파국,돈육김치볶음,726.0,250.0,976.0
2203,2983,105,158,517,0,2021,1,202101,밥,미역국,오리대패불고기,흑미밥,옹심이국,쇠고기숙주볶음,1257.0,451.0,1708.0
2299,2983,83,168,433,1,2021,1,202101,밥,된장찌개,콩나물볶음,흑미밥,맑은버섯국,순대들깨볶음,963.0,317.0,1280.0
2720,2983,80,175,8,2,2021,1,202101,밥,시금치된장국,돈육두루치기,알리오올리오/추가밥,가쓰오장국,수제치킨까스,913.0,360.0,1273.0
2260,2983,90,205,428,3,2021,1,202101,밥,콩나물김칫국,소갈비찜,흑미밥,홍합탕,오삼불고기,1038.0,439.0,1477.0
2532,2983,229,222,0,4,2021,1,202101,밥,뼈없는감자탕,솎음열무나물,흑미밥,순두부백탕,닭볶음탕,702.0,277.0,979.0
2244,2983,67,163,509,0,2021,1,202101,밥,어묵국,춘천닭갈비,흑미밥,배추된장국,낙지미나리볶음,1277.0,460.0,1737.0
2237,2983,62,176,508,1,2021,1,202101,밥,맑은콩나물국,삼겹살김치찜,흑미밥,북어짬뽕국,만가닥버섯불고기,1038.0,414.0,1452.0
2706,2983,75,198,4,2,2021,1,202101,밥,아욱국,수제함박스테이크,김치볶음밥,브로콜리깨소스무침,계란후라이,1093.0,421.0,1514.0
2198,2983,92,231,462,3,2021,1,202101,밥,냉이된장국,동파육,흑미밥,쇠고기무국,삼치양념구이,832.0,353.0,1185.0
2479,2983,255,248,1,4,2021,1,202101,계란파국,요거닭,올방개묵무침,흑미밥,수제비국,수제맛쵸킹탕수육,579.0,217.0,796.0
2107,2983,107,153,616,0,2021,1,202101,밥,전주식콩나물해장국,돈육간장불고기,흑미밥,열무된장국,오이선,1145.0,502.0,1647.0
2180,2983,69,183,551,1,2021,1,202101,밥,들깨미역국,교촌간장치킨,잔치국수,수제고기육전,쑥갓나물,1015.0,480.0,1495.0
